AC   MIPF0000040
ID   mir-199
MI   MI0003473  fru-mir-190
MI   MI0003474  tni-mir-190
//
AC   MIPF0000077
ID   mir-217
MI   MI0000293  hsa-mir-217
MI   MI0000731  mmu-mir-217
MI   MI0000956  rno-mir-217
MI   MI0001201  gga-mir-217
MI   MI0001383  dre-mir-217-1
MI   MI0002050  dre-mir-217-2
MI   MI0002425  ssc-mir-217
MI   MI0002866  ggo-mir-217
MI   MI0002867  ppa-mir-217
MI   MI0003289  fru-mir-217
MI   MI0003290  tni-mir-217
MI   MI0004870  xtr-mir-217
MI   MI0005321  mdo-mir-217
//
AC   MIPF0000078
ID   mir-187
MI   MI0000229  mmu-mir-187
MI   MI0000274  hsa-mir-187
MI   MI0000932  rno-mir-187
MI   MI0001193  gga-mir-187
MI   MI0001370  dre-mir-187
MI   MI0002817  ggo-mir-187
MI   MI0002818  ppy-mir-187
MI   MI0002819  mne-mir-187
MI   MI0002820  ppa-mir-187
MI   MI0003246  fru-mir-187
MI   MI0003247  tni-mir-187
MI   MI0004854  xtr-mir-187
MI   MI0005309  mdo-mir-187
//
AC   MIPF0000079
ID   mir-145
MI   MI0000169  mmu-mir-145
MI   MI0000461  hsa-mir-145
MI   MI0000918  rno-mir-145
MI   MI0002010  dre-mir-145
MI   MI0002417  ssc-mir-145
MI   MI0002558  mml-mir-145
MI   MI0002559  ptr-mir-145
MI   MI0002560  ggo-mir-145
MI   MI0002561  ppy-mir-145
MI   MI0002562  mne-mir-145
MI   MI0004756  bta-mir-145
MI   MI0004939  xtr-mir-145
MI   MI0005305  mdo-mir-145
//
AC   MIPF0000080
ID   mir-127
MI   MI0000154  mmu-mir-127
MI   MI0000472  hsa-mir-127
MI   MI0000899  rno-mir-127
MI   MI0001521  oar-mir-127
MI   MI0002582  mml-mir-127
MI   MI0002583  ptr-mir-127
MI   MI0002584  ppy-mir-127
MI   MI0002585  sla-mir-127
MI   MI0002586  lla-mir-127
MI   MI0002587  mne-mir-127
MI   MI0002588  age-mir-127
MI   MI0005008  bta-mir-127
//
AC   MIPF0000081
ID   MIR168
MI   MI0000210  ath-MIR168a
MI   MI0000211  ath-MIR168b
MI   MI0001115  osa-MIR168a
MI   MI0001556  sbi-MIR168
MI   MI0001763  sof-MIR168a
MI   MI0001764  sof-MIR168b
MI   MI0001779  gma-MIR168
MI   MI0001824  zma-MIR168a
MI   MI0001825  zma-MIR168b
MI   MI0002243  ptc-MIR168a
MI   MI0002244  ptc-MIR168b
//
AC   MIPF0000082
ID   mir-193
MI   MI0000235  mmu-mir-193
MI   MI0000487  hsa-mir-193a
MI   MI0000936  rno-mir-193
MI   MI0002029  dre-mir-193a-1
MI   MI0002030  dre-mir-193a-2
MI   MI0002031  dre-mir-193a-3
MI   MI0002032  dre-mir-193b
MI   MI0003137  hsa-mir-193b
MI   MI0003285  fru-mir-193
MI   MI0003286  tni-mir-193
MI   MI0003698  gga-mir-193
MI   MI0004856  xtr-mir-193
MI   MI0005014  bta-mir-193a
MI   MI0005312  mdo-mir-193
//
AC   MIPF0000083
ID   MIR393
MI   MI0001003  ath-MIR393a
MI   MI0001004  ath-MIR393b
MI   MI0001026  osa-MIR393
MI   MI0001148  osa-MIR393b
MI   MI0001530  sbi-MIR393
MI   MI0001745  mtr-MIR393
MI   MI0001845  zma-MIR393
MI   MI0002309  ptc-MIR393a
MI   MI0002310  ptc-MIR393b
MI   MI0002311  ptc-MIR393c
MI   MI0002312  ptc-MIR393d
//
