AC   MIPF0000001
ID   mir-17
MI   MI0001811  zma-MIR159c
MI   MI0001812  zma-MIR159d
MI   MI0001813  zma-MIR319a
MI   MI0001814  zma-MIR319c
MI   MI0001815  zma-MIR319b
MI   MI0001816  zma-MIR319d
MI   MI0001851  sbi-MIR159b
MI   MI0002195  ptc-MIR159a
MI   MI0002196  ptc-MIR159b
MI   MI0002197  ptc-MIR159c
MI   MI0002198  ptc-MIR159d
MI   MI0002199  ptc-MIR159e
MI   MI0002200  ptc-MIR159f
MI   MI0002296  ptc-MIR319a
MI   MI0002297  ptc-MIR319b
MI   MI0002298  ptc-MIR319c
MI   MI0002299  ptc-MIR319d
MI   MI0002300  ptc-MIR319e
MI   MI0002301  ptc-MIR319f
MI   MI0002302  ptc-MIR319g
MI   MI0002303  ptc-MIR319h
MI   MI0003496  ppt-MIR319a
MI   MI0003497  ppt-MIR319b
MI   MI0003498  ppt-MIR319c
MI   MI0003499  ppt-MIR319d
//
AC   MIPF0000011
ID   mir-19
MI   MI0000073  hsa-mir-19a
MI   MI0000074  hsa-mir-19b-1
MI   MI0000075  hsa-mir-19b-2
MI   MI0000546  mmu-mir-19b-2
MI   MI0000688  mmu-mir-19a
MI   MI0000718  mmu-mir-19b-1
MI   MI0000847  rno-mir-19b-1
MI   MI0000848  rno-mir-19b-2
MI   MI0000849  rno-mir-19a
MI   MI0001180  gga-mir-19b
MI   MI0001182  gga-mir-19a
MI   MI0001452  xla-mir-19b
MI   MI0001903  dre-mir-19a
MI   MI0001904  dre-mir-19b
MI   MI0001905  dre-mir-19c
MI   MI0001906  dre-mir-19d
MI   MI0002422  ssc-mir-19a
MI   MI0002967  ggo-mir-19a
MI   MI0002969  ggo-mir-19b-1
MI   MI0002973  lca-mir-19a
MI   MI0002975  lca-mir-19b-1
MI   MI0002979  age-mir-19a
MI   MI0002981  age-mir-19b-1
MI   MI0002985  ppa-mir-19a
MI   MI0002987  ppa-mir-19b-1
MI   MI0002991  ppy-mir-19a
MI   MI0002993  ppy-mir-19b-1
MI   MI0002997  ptr-mir-19a
MI   MI0002999  ptr-mir-19b-1
MI   MI0003003  mml-mir-19a
MI   MI0003005  mml-mir-19b-1
MI   MI0003009  sla-mir-19a
MI   MI0003011  sla-mir-19b-1
MI   MI0003015  lla-mir-19a
MI   MI0003017  lla-mir-19b-1
MI   MI0003021  mne-mir-19a
MI   MI0003023  mne-mir-19b-1
MI   MI0003097  ggo-mir-19b-2
MI   MI0003100  age-mir-19b-2
MI   MI0003103  ppa-mir-19b-2
MI   MI0003105  lca-mir-19b-2
MI   MI0003108  mml-mir-19b-2
MI   MI0003110  ppy-mir-19b-2
MI   MI0003113  ptr-mir-19b-2
MI   MI0003116  sla-mir-19b-2
MI   MI0003118  lla-mir-19b-2
MI   MI0003121  mne-mir-19b-2
MI   MI0003235  fru-mir-19a
MI   MI0003236  tni-mir-19a
MI   MI0003237  fru-mir-19b
MI   MI0003238  tni-mir-19b
MI   MI0004804  xtr-mir-19a
MI   MI0004805  xtr-mir-19b-2
MI   MI0004960  xtr-mir-19b-1
MI   MI0005356  mdo-mir-19a
MI   MI0005358  mdo-mir-19b
//
AC   MIPF0000012
ID   MIR169_1
MI   MI0000982  ath-MIR169h
MI   MI0000983  ath-MIR169i
MI   MI0000984  ath-MIR169j
MI   MI0000985  ath-MIR169k
MI   MI0000986  ath-MIR169l
MI   MI0000987  ath-MIR169m
MI   MI0000988  ath-MIR169n
MI   MI0001119  osa-MIR169d
MI   MI0001120  osa-MIR169e
MI   MI0001121  osa-MIR169f
MI   MI0001122  osa-MIR169g
MI   MI0001123  osa-MIR169h
MI   MI0001124  osa-MIR169i
MI   MI0001125  osa-MIR169j
MI   MI0001126  osa-MIR169k
MI   MI0001127  osa-MIR169l
MI   MI0001128  osa-MIR169m
MI   MI0001129  osa-MIR169n
MI   MI0001130  osa-MIR169o
MI   MI0001557  sbi-MIR169c
MI   MI0001558  sbi-MIR169d
MI   MI0001559  sbi-MIR169e
MI   MI0001560  sbi-MIR169f
MI   MI0001561  sbi-MIR169g
MI   MI0001562  sbi-MIR169h
MI   MI0001563  sbi-MIR169i
MI   MI0001827  zma-MIR169f
MI   MI0001828  zma-MIR169g
MI   MI0001829  zma-MIR169h
MI   MI0001830  zma-MIR169i
MI   MI0001831  zma-MIR169k
MI   MI0001832  zma-MIR169j
MI   MI0002247  ptc-MIR169ab
MI   MI0002248  ptc-MIR169ac
MI   MI0002249  ptc-MIR169ad
MI   MI0002250  ptc-MIR169ae
MI   MI0002251  ptc-MIR169af
MI   MI0002255  ptc-MIR169e
MI   MI0002259  ptc-MIR169i
MI   MI0002260  ptc-MIR169j
MI   MI0002261  ptc-MIR169k
MI   MI0002262  ptc-MIR169l
MI   MI0002263  ptc-MIR169m
MI   MI0002267  ptc-MIR169q
MI   MI0002268  ptc-MIR169r
MI   MI0002271  ptc-MIR169u
MI   MI0002272  ptc-MIR169v
MI   MI0002273  ptc-MIR169w
MI   MI0002274  ptc-MIR169x
MI   MI0002275  ptc-MIR169y
//
AC   MIPF0000013
ID   mir-25
MI   MI0000082  hsa-mir-25
MI   MI0000093  hsa-mir-92-1
MI   MI0000094  hsa-mir-92-2
MI   MI0000357  dme-mir-92a
MI   MI0000379  dme-mir-92b
MI   MI0000580  mmu-mir-92-2
MI   MI0000689  mmu-mir-25
MI   MI0000719  mmu-mir-92-1
MI   MI0000856  rno-mir-25
MI   MI0000878  rno-mir-92-1
MI   MI0000879  rno-mir-92-2
MI   MI0001179  gga-mir-92
MI   MI0001320  dps-mir-92a
MI   MI0001321  dps-mir-92b
MI   MI0001632  aga-mir-92a
MI   MI0001633  aga-mir-92b
MI   MI0001922  dre-mir-25
MI   MI0001951  dre-mir-92a-1
MI   MI0001952  dre-mir-92a-2
MI   MI0001953  dre-mir-92b
MI   MI0002970  ggo-mir-92-1
MI   MI0002976  lca-mir-92-1
MI   MI0002982  age-mir-92-1
MI   MI0002988  ppa-mir-92-1
MI   MI0002994  ppy-mir-92-1
MI   MI0003000  ptr-mir-92-1
MI   MI0003006  mml-mir-92
MI   MI0003012  sla-mir-92-1
MI   MI0003018  lla-mir-92-1
MI   MI0003061  ggo-mir-25
MI   MI0003066  ppa-mir-25
MI   MI0003069  ppy-mir-25
MI   MI0003072  ptr-mir-25
MI   MI0003075  mml-mir-25
MI   MI0003080  lla-mir-25
MI   MI0003083  mne-mir-25
MI   MI0003098  ggo-mir-92-2
MI   MI0003101  age-mir-92-2
MI   MI0003104  ppa-mir-92-2
MI   MI0003106  lca-mir-92-2
MI   MI0003111  ppy-mir-92-2
MI   MI0003114  ptr-mir-92-2
MI   MI0003117  sla-mir-92-2
MI   MI0003119  lla-mir-92-2
MI   MI0003122  mne-mir-92
MI   MI0003229  fru-mir-25
MI   MI0003230  tni-mir-25
MI   MI0003239  fru-mir-92-2
MI   MI0003240  tni-mir-92-2
MI   MI0003445  fru-mir-92-1
MI   MI0003446  tni-mir-92-1
MI   MI0003560  hsa-mir-92b
MI   MI0004819  xtr-mir-92a-2
MI   MI0004899  xtr-mir-92b
MI   MI0004914  xtr-mir-25-1
MI   MI0004915  xtr-mir-25-2
MI   MI0004926  xtr-mir-92a-1
MI   MI0005024  bta-mir-92
MI   MI0005067  bta-mir-25
MI   MI0005359  mdo-mir-92
MI   MI0005370  mdo-mir-25
//
AC   MIPF0000014
ID   mir-9
MI   MI0000050  cel-mir-79
MI   MI0000129  dme-mir-9a
MI   MI0000157  mmu-mir-9-2
MI   MI0000374  dme-mir-79
MI   MI0000413  dme-mir-9c
MI   MI0000415  dme-mir-9b
MI   MI0000466  hsa-mir-9-1
MI   MI0000467  hsa-mir-9-2
MI   MI0000468  hsa-mir-9-3
MI   MI0000517  cbr-mir-79
MI   MI0000720  mmu-mir-9-1
MI   MI0000721  mmu-mir-9-3
MI   MI0000838  rno-mir-9-1
MI   MI0000839  rno-mir-9-3
MI   MI0000840  rno-mir-9-2
MI   MI0001283  gga-mir-9-2
MI   MI0001304  dps-mir-9a
MI   MI0001305  dps-mir-9b
MI   MI0001306  dps-mir-9c
MI   MI0001318  dps-mir-79
MI   MI0001596  ame-mir-9a
MI   MI0001597  ame-mir-9b
MI   MI0001629  aga-mir-79
MI   MI0001631  aga-mir-9a
MI   MI0001634  aga-mir-9b
MI   MI0001635  aga-mir-9c
MI   MI0001880  dre-mir-9-1
MI   MI0001881  dre-mir-9-2
MI   MI0001882  dre-mir-9-4
MI   MI0001883  dre-mir-9-3
MI   MI0001884  dre-mir-9-5
MI   MI0001885  dre-mir-9-6
MI   MI0001886  dre-mir-9-7
MI   MI0002462  ssc-mir-9-1
MI   MI0002463  ssc-mir-9-2
MI   MI0002569  ptr-mir-9
MI   MI0002570  ggo-mir-9
MI   MI0002571  lla-mir-9
MI   MI0002572  mne-mir-9
MI   MI0002573  age-mir-9
MI   MI0003225  fru-mir-9-1
MI   MI0003226  tni-mir-9-1
MI   MI0003321  fru-mir-9-2
MI   MI0003322  tni-mir-9-2
MI   MI0003373  fru-mir-9-4
MI   MI0003374  tni-mir-9-4
MI   MI0003451  fru-mir-9-3
MI   MI0003452  tni-mir-9-3
MI   MI0003694  gga-mir-9-1
MI   MI0004793  xtr-mir-9a-1
MI   MI0004794  xtr-mir-9a-2
MI   MI0004795  xtr-mir-9b
MI   MI0004891  xtr-mir-9-3
MI   MI0004972  bmo-mir-9
MI   MI0005153  sme-mir-79
MI   MI0005271  mdo-mir-9-2
MI   MI0005272  mdo-mir-9-1
//
